date,city,aqi,pm25,pm10,no2,o3,co,so2,temperature,humidity
2025-04-09 13:54:30.299114,Delhi,260.0163750938091,76.21212115340751,95.30484163707725,38.50740999812672,25.82866181577028,13.30809940927808,13.283428033730267,30.184802847654844,61.69115060462461
2025-04-10 13:54:30.299114,Delhi,211.6710333300272,68.1239681378594,79.31204236166678,27.76084347209688,19.09974923939791,11.149341568424466,10.176253331488853,25.486183795652423,78.21982034922962
2025-04-11 13:54:30.299114,Delhi,250.08453268408778,71.48837742520627,104.71968066074537,40.14082971295752,23.303766331719068,12.525585035502314,13.12335159601546,25.105932969396854,77.16752534151607
2025-04-12 13:54:30.299114,Delhi,242.13893441257756,71.73541217410107,103.50164493802464,35.55198983632733,25.384119591969537,11.24492755980737,14.624827527609787,28.455165594211177,68.28515417595366
2025-04-13 13:54:30.299114,Delhi,221.08048824522098,61.77130144941175,76.26472292707531,34.82129718588065,21.481142590331654,11.792379567636992,9.553525480442413,28.03170216671803,66.49886314979102
2025-04-14 13:54:30.299114,Delhi,249.19809820919204,80.20098628845939,94.39465031260113,38.7467637788698,22.561159745453267,12.478495164911827,12.880556646554407,26.830423402304245,51.78253044832943
2025-04-15 13:54:30.299114,Delhi,252.7092334062055,76.46505160325287,102.10020982188307,41.04901685035167,19.761427120157343,11.717050513104365,12.659750636941887,26.762577254205304,72.40774280644115
2025-04-16 13:54:30.299114,Delhi,244.80924072686472,74.77097789822274,88.24850087842066,40.810823849717686,23.889032663904597,12.669399756878251,11.147604532641,23.684752422552293,63.020288228388104
2025-04-17 13:54:30.299114,Delhi,249.2310091046723,77.57936181559951,97.74464602140802,36.50888516697695,25.341919281281637,13.71276656687431,13.007465262428633,29.273133016180942,60.53282136622373
2025-04-18 13:54:30.299114,Delhi,254.68199626844702,76.56866716855271,104.13762309935862,35.09807666613281,28.23957187117741,11.82997316921941,14.160815412777337,31.332656705541385,73.00463225332932
2025-04-19 13:54:30.299114,Delhi,238.26418864634138,64.25824650357097,92.02530866483471,36.12548230662675,21.332685252016034,14.664255128986092,12.32000128727656,31.334797726372923,61.45198270601233
2025-04-20 13:54:30.299114,Delhi,232.47009971310862,65.0759314763826,94.67970035182555,34.129270638725785,23.680823816965262,12.044581788702484,12.062190935630099,22.917750533045172,72.76202944531596
2025-04-21 13:54:30.299114,Delhi,254.88254243166097,74.3595535677528,106.0564574707652,41.741350581154855,25.86462660640355,13.332662720219018,11.025724565143879,27.018181375536486,60.51673621965133
2025-04-22 13:54:30.299114,Delhi,249.251425951153,74.61082952907032,101.9198284722634,40.2342384865646,24.728694640100002,12.537470392016663,12.035996173206701,35.459416805302304,55.97692050663238
2025-04-23 13:54:30.299114,Delhi,232.94934493492636,66.2813138062866,78.8136197574608,39.20327051695874,22.338792159746138,12.009189224288681,11.961565002982265,26.450465895131373,62.35227223031834
2025-04-24 13:54:30.299114,Delhi,273.3380570028535,78.22553600805571,97.17475504601786,37.69438069030555,27.38812560556937,13.975251395036391,12.430179481279641,24.86618132669064,53.037591831246914
2025-04-25 13:54:30.299114,Delhi,242.2664438787089,70.99515514406632,103.89790072393886,38.18830834953794,25.58734122699619,12.54927267463149,12.720778901202989,26.982236308362157,53.94564770716842
2025-04-26 13:54:30.299114,Delhi,218.57250897790277,71.02414980806839,84.59363666347664,33.67574447239353,21.133098534683803,10.07509648197,12.065865197458258,25.855716853852886,50.294010151927665
2025-04-27 13:54:30.299114,Delhi,213.2378133303192,63.73303120369299,80.08910100200161,28.417514849710408,24.625348830032795,11.778333871607861,10.655220191999458,31.71487020672946,58.83982234533856
2025-04-28 13:54:30.299114,Delhi,251.31405642686263,77.67679820517303,125.41825942884509,37.58087072616409,25.761175275162664,12.891477144266798,13.51847743342524,25.550171688765246,67.20437622354356
2025-04-29 13:54:30.299114,Delhi,244.8732619503383,71.76644600726854,102.2914730773201,31.163710104873307,22.681737236134758,11.350602074939047,12.32859318415532,25.104556110306156,63.104409313236346
2025-04-30 13:54:30.299114,Delhi,234.461515615884,75.51534877172001,92.20627442754682,40.11440290141202,21.70449942649051,12.08125415781824,11.698171246849217,31.285201849300616,42.96539185276281
2025-05-01 13:54:30.299114,Delhi,220.14801207623205,59.250334282690375,84.44200999644315,35.28119940183927,22.2751357149945,10.79251907315047,10.76948640670036,25.461474460767768,49.551875497292386
2025-05-02 13:54:30.299114,Delhi,215.03613216056496,66.66874850315273,90.11323688795233,29.894464303763677,17.877903463496214,10.221935418147975,10.863361187215578,17.652212270332356,63.295392824390795
2025-05-03 13:54:30.299114,Delhi,203.9647318139544,67.21769308193375,80.21873013589632,32.656052363692595,18.473031351388677,10.463105009335331,11.130952227383142,23.432401257529424,58.710043842719664
2025-05-04 13:54:30.299114,Delhi,222.3865034820872,65.68232776291158,86.0302512587133,30.547959591924993,21.476798469875455,10.505904838668462,11.32730321431883,24.627357104436367,60.71573658003351
2025-05-05 13:54:30.299114,Delhi,238.04578450611916,80.27217569572872,92.94455458464309,33.77717505015725,24.033344683165247,12.741242548178688,11.23901901624274,19.79024179762963,61.01046217926878
2025-05-06 13:54:30.299114,Delhi,242.05276520025734,71.08592515194869,89.33679596244018,36.76395562723741,26.193954212947514,11.19690374780767,12.534774039118359,21.363851066757313,67.7898080382282
2025-05-07 13:54:30.299114,Delhi,245.3583263348219,77.1835481858513,102.29620434214307,37.88084710067073,25.244547195238848,11.79094567279295,11.964828307126428,22.26322179084723,58.61196106544688
2025-05-08 13:54:30.299114,Delhi,229.09502906540473,67.8169971129045,102.20073562007313,29.645390687107913,19.050694974465642,13.035006866446771,11.558155223686875,21.3715345974339,63.84929953463714
2025-05-09 13:54:30.299114,Delhi,233.31029133004617,75.29801754368685,96.4615004350099,36.732871760191166,25.393267469946707,11.318640972541273,12.40338210024188,18.433036247618755,61.395327087624885
2025-05-10 13:54:30.299114,Delhi,199.55791569060196,51.142159558519104,86.47359385872086,30.816365011480542,21.46187084923782,9.266076270616448,9.41675737513752,24.792783639623615,55.36921860650664
2025-05-11 13:54:30.299114,Delhi,195.55021525149903,63.9291079917433,86.75401074002896,28.530026592253027,17.674907102459393,10.212090834950603,8.34588851111266,23.543483336099644,44.4125574373594
2025-05-12 13:54:30.299114,Delhi,242.2151431024714,78.06516742103845,94.75494957442184,37.607081841692505,21.610403303639444,12.57006105800471,10.839341989461328,25.00863483205826,54.57315576362885
2025-05-13 13:54:30.299114,Delhi,252.9407961752613,73.67907621004794,116.1282399887783,34.501993279597656,23.600180365083443,13.980146336275487,11.051267151034734,25.198208374576833,63.95800146654031
2025-05-14 13:54:30.299114,Delhi,220.4638899559536,65.41977788767082,80.51713877998411,30.21436645710794,20.86978061412654,8.045262363042887,12.623825805084376,23.046882654511755,57.80032666881175
2025-05-15 13:54:30.299114,Delhi,222.1537231873369,65.80997324131363,99.62133782340663,35.62233552361721,22.16590018201767,11.82585274637515,11.09505927065103,20.995325633653806,73.62006013710729
2025-05-16 13:54:30.299114,Delhi,222.61686552727403,66.68283109566796,96.63745771204827,33.57872250298122,21.94364637538153,13.08712224047628,12.277192320485831,19.17034332610691,57.928313911612044
2025-05-17 13:54:30.299114,Delhi,216.06945173574698,69.719563795537,99.04948365571626,28.84900845181475,19.216673629525285,12.221738513342157,10.192441011488118,23.32449714645277,68.82005699669676
2025-05-18 13:54:30.299114,Delhi,207.17028563382306,55.125838132272236,72.75966647877614,28.764351594972894,20.038347709558867,10.46771842306524,10.962227984026681,21.83873889772152,59.68291767303113
2025-05-19 13:54:30.299114,Delhi,221.8425170317589,64.40672455789245,80.45982962841228,30.537329285917966,19.619776467499552,10.442863059799176,10.378875127600574,23.108528647126718,68.00726876599131
2025-05-20 13:54:30.299114,Delhi,232.64369808894304,75.50085008138046,105.29557023165242,34.7036534775032,22.53292864990928,10.666431450372064,10.12157668587392,23.58126060983592,63.82685620417952
