date,city,aqi,pm25,pm10,no2,o3,co,so2,temperature,humidity,month,day_of_week,is_weekend,aqi_category
2025-04-09 13:54:30.299114,Bangalore,133.02439943751511,39.52054823023482,62.02986977422766,20.35032890547307,13.48663094698614,6.743179665281301,6.445549296554093,33.12762346647416,63.01056247529147,4,2,0,Moderately Polluted
2025-04-10 13:54:30.299114,Bangalore,115.64935471840649,35.6295435517574,50.70581578066788,18.53900266493425,14.890068991211528,4.872954181246053,4.462159570567911,16.713421610560324,64.00988808866846,4,3,0,Moderately Polluted
2025-04-11 13:54:30.299114,Bangalore,147.3575474962363,41.69036385351662,58.906299453226055,20.07129477790481,13.00512207545234,7.0562528667862,7.299812824868411,28.128973853911816,49.50851418909762,4,4,0,Moderately Polluted
2025-04-12 13:54:30.299114,Bangalore,116.65816994574696,37.767052375687264,52.60026977189527,16.824637335318048,10.81318325178215,5.009543765405167,4.256794443193112,21.5660180592046,57.41727038707441,4,5,1,Moderately Polluted
2025-04-13 13:54:30.299114,Bangalore,110.158900518942,34.68973672153203,45.02909538191293,15.610257917826676,14.637467972242224,6.579256707494467,4.5431762443837655,30.797119075387435,67.8521810983414,4,6,1,Moderately Polluted
2025-04-14 13:54:30.299114,Bangalore,166.6478891164793,47.73516110010337,64.24596546179545,23.768087251353364,14.745225282969985,8.85330474817865,7.848721853197189,31.56407820364105,72.27247936930954,4,0,0,Moderately Polluted
2025-04-15 13:54:30.299114,Bangalore,124.1222356791669,36.4914908945014,67.79018955756987,21.66101694601068,12.124001322134127,6.762200731185441,5.034572218101304,31.78841709423209,53.04950296247024,4,1,0,Moderately Polluted
2025-04-16 13:54:30.299114,Bangalore,108.49080987123118,33.9982384676857,39.15600430816223,21.24619195843914,11.875004157538733,5.785630504056387,4.258767860019704,30.92808840978229,60.85604848374091,4,2,0,Moderately Polluted
2025-04-17 13:54:30.299114,Bangalore,161.36193977710207,46.67458501784627,60.89023610410698,30.612923952485197,18.67256179495511,6.786033338881816,8.949270452249454,32.48898782079244,63.05639110365674,4,3,0,Moderately Polluted
2025-04-18 13:54:30.299114,Bangalore,105.99712898278015,36.32515179896384,42.08080703444212,18.794743192336917,9.0858175342535,5.170677250928405,5.629212520635629,33.31125785946723,61.9460209434736,4,4,0,Moderately Polluted
2025-04-19 13:54:30.299114,Bangalore,113.81529685736982,36.70377758688897,47.26741565633471,14.443009271173477,12.61872834312586,5.440652755695391,6.874618496676828,28.320758967504744,72.92252926860266,4,5,1,Moderately Polluted
2025-04-20 13:54:30.299114,Bangalore,115.59061413235736,32.54916068975856,44.9944965067249,16.371407635102557,8.771720013892113,6.547601419191755,4.634881781264182,31.14912214566403,77.13024849994173,4,6,1,Moderately Polluted
2025-04-21 13:54:30.299114,Bangalore,119.8645888956779,33.962987689003846,48.667780547302456,15.516670100556633,12.588838241839143,6.619367219058052,4.699817842514108,31.379889889340674,49.3070665061118,4,0,0,Moderately Polluted
2025-04-22 13:54:30.299114,Bangalore,118.8774941275866,39.99156093376617,57.97575842746772,20.9762802779725,12.193822156989432,6.350094953018771,4.465354889178342,28.86145521512189,64.56180470634361,4,1,0,Moderately Polluted
2025-04-23 13:54:30.299114,Bangalore,118.2079658806379,27.345003093671775,51.07723406384247,18.278485695564605,10.370634986310163,4.935445021275182,4.876794156833025,31.882006821250684,62.54769098625911,4,2,0,Moderately Polluted
2025-04-24 13:54:30.299114,Bangalore,134.79031988786193,44.64522514638132,58.04584564787916,18.58153685639035,13.372323232992343,6.424746599759391,6.986480180471943,32.938028333565285,44.33463401904777,4,3,0,Moderately Polluted
2025-04-25 13:54:30.299114,Bangalore,151.04413709395038,45.26472962673126,56.28282352946991,22.214121816444013,16.856428578310897,6.6959401238252685,5.878666607642063,28.77870439011349,67.61464798160296,4,4,0,Moderately Polluted
